startup_name,sector,stage,region,business_model,founded_year,team_size,founder_count,founder_experience_years,has_technical_founder,funding_total_usd,monthly_burn_usd,runway_months,revenue_growth_pct,customer_growth_pct,churn_pct,burn_multiple,annual_revenue_run_rate,description,founder_bios,recent_update,failed_within_24_months,risk_score
SaasLabs0103,saas,series_a,latam,b2b,2021,52,1,5,1,6928578,38745,22.8,66.1,173.3,23.9,2.9,3136197,"series a B2B startup building a workflow automation software for operations teams. Team messaging emphasizes repeatable acquisition engine and growing revenue base, while operating in a market facing high burn and unclear differentiation.",Founding team of 1. Combined founder experience averages about 5 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 66.1% revenue growth, 23.9% churn, and approximately 22.8 months of runway. Leadership says demand in saas remains mixed.",0,0.39
ClimateLabs0104,climate,pre_seed,africa,b2b2c,2020,7,4,18,1,1449131,15000,24.2,66.1,116.1,6.1,3.32,1639871,"pre seed B2B2C startup building a grid optimization software for utilities. Team messaging emphasizes capital efficient and repeatable acquisition engine, while operating in a market facing weak retention and high burn.",Founding team of 4. Combined founder experience averages about 18 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 66.1% revenue growth, 6.1% churn, and approximately 24.2 months of runway. Leadership says demand in climate remains strong.",0,0.11
BiotechLabs0105,biotech,series_b,africa,b2b,2024,92,2,13,0,34163574,157350,27.9,208.7,14.1,25.6,1.93,13757410,"series b B2B startup building a lab automation tools for biotech teams. Team messaging emphasizes growing revenue base and repeatable acquisition engine, while operating in a market facing crowded market and go-to-market challenges.",Founding team of 2. Combined founder experience averages about 13 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 208.7% revenue growth, 25.6% churn, and approximately 27.9 months of runway. Leadership says demand in biotech remains mixed.",0,0.49
SaasLabs0106,saas,series_a,africa,b2c,2021,57,4,7,1,8086650,51883,3.4,233.0,288.1,5.0,8.0,5809298,"series a B2C startup building a workflow automation software for operations teams. Team messaging emphasizes repeatable acquisition engine and growing revenue base, while operating in a market facing go-to-market challenges and high burn.",Founding team of 4. Combined founder experience averages about 7 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 233.0% revenue growth, 5.0% churn, and approximately 3.4 months of runway. Leadership says demand in saas remains strong.",0,0.51
EcommerceLabs0107,ecommerce,series_b,africa,b2b,2022,131,4,15,1,32697869,77137,16.8,114.3,16.1,34.4,4.02,41186130,"series b B2B startup building a conversion optimization tools for online brands. Team messaging emphasizes experienced founders and repeatable acquisition engine, while operating in a market facing unclear differentiation and crowded market.",Founding team of 4. Combined founder experience averages about 15 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 114.3% revenue growth, 34.4% churn, and approximately 16.8 months of runway. Leadership says demand in ecommerce remains mixed.",0,0.47
AiToolsLabs0108,ai_tools,series_a,asia,b2b,2022,57,4,10,0,6859072,20913,25.5,114.8,191.2,24.3,2.43,8453037,"series a B2B startup building a multimodal search and reasoning tools. Team messaging emphasizes repeatable acquisition engine and clear product-market fit, while operating in a market facing unclear differentiation and high burn.",Founding team of 4. Combined founder experience averages about 10 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 114.8% revenue growth, 24.3% churn, and approximately 25.5 months of runway. Leadership says demand in ai_tools remains mixed.",0,0.4
CybersecurityLabs0109,cybersecurity,pre_seed,asia,b2b,2020,3,1,17,0,201742,15000,14.1,207.5,57.9,25.0,0.57,153041,"pre seed B2B startup building a identity security tools for modern enterprises. Team messaging emphasizes strong retention and growing revenue base, while operating in a market facing go-to-market challenges and limited runway.",Founding team of 1. Combined founder experience averages about 17 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 207.5% revenue growth, 25.0% churn, and approximately 14.1 months of runway. Leadership says demand in cybersecurity remains mixed.",0,0.3
BiotechLabs0110,biotech,seed,us,b2b,2024,13,1,1,1,3154917,15000,25.0,162.0,238.9,31.9,1.3,455793,"seed B2B startup building a AI-assisted drug discovery workflows. Team messaging emphasizes capital efficient and repeatable acquisition engine, while operating in a market facing limited runway and go-to-market challenges.",Founding team of 1. Combined founder experience averages about 1 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 162.0% revenue growth, 31.9% churn, and approximately 25.0 months of runway. Leadership says demand in biotech remains mixed.",0,0.37
ClimateLabs0111,climate,series_a,europe,b2c,2019,46,3,13,1,14697684,31612,21.5,208.9,190.9,30.2,6.2,2061361,"series a B2C startup building a grid optimization software for utilities. Team messaging emphasizes clear product-market fit and growing revenue base, while operating in a market facing unclear differentiation and crowded market.",Founding team of 3. Combined founder experience averages about 13 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 208.9% revenue growth, 30.2% churn, and approximately 21.5 months of runway. Leadership says demand in climate remains mixed.",0,0.4
FintechLabs0112,fintech,series_a,us,b2b,2024,27,3,19,1,11861040,73479,9.2,223.3,203.1,20.3,2.53,16442235,"series a B2B startup building a compliance-first banking infrastructure. Team messaging emphasizes experienced founders and growing revenue base, while operating in a market facing limited runway and crowded market.",Founding team of 3. Combined founder experience averages about 19 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 223.3% revenue growth, 20.3% churn, and approximately 9.2 months of runway. Leadership says demand in fintech remains mixed.",0,0.36
EdtechLabs0113,edtech,series_b,europe,b2b,2021,116,2,13,1,22901851,94426,18.3,209.3,198.3,19.4,3.38,25412300,"series b B2B startup building a credentialing and assessment tools for schools. Team messaging emphasizes repeatable acquisition engine and strong retention, while operating in a market facing limited runway and weak retention.",Founding team of 2. Combined founder experience averages about 13 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 209.3% revenue growth, 19.4% churn, and approximately 18.3 months of runway. Leadership says demand in edtech remains mixed.",0,0.08
FintechLabs0114,fintech,pre_seed,canada,b2c,2023,6,4,11,0,1044872,15000,12.6,234.1,121.0,24.1,5.46,134309,"pre seed B2C startup building a compliance-first banking infrastructure. Team messaging emphasizes experienced founders and capital efficient, while operating in a market facing go-to-market challenges and crowded market.",Founding team of 4. Combined founder experience averages about 11 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 234.1% revenue growth, 24.1% churn, and approximately 12.6 months of runway. Leadership says demand in fintech remains mixed.",0,0.51
HealthtechLabs0115,healthtech,pre_seed,latam,b2c,2020,3,4,11,1,110895,15000,15.0,185.6,17.2,4.0,3.73,92650,"pre seed B2C startup building a remote monitoring tools for outpatient care. Team messaging emphasizes clear product-market fit and strong retention, while operating in a market facing crowded market and go-to-market challenges.",Founding team of 4. Combined founder experience averages about 11 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 185.6% revenue growth, 4.0% churn, and approximately 15.0 months of runway. Leadership says demand in healthtech remains strong.",0,0.04
CybersecurityLabs0116,cybersecurity,seed,africa,b2c,2023,17,4,1,0,1460511,15000,18.1,248.0,61.5,18.7,5.64,371338,"seed B2C startup building a identity security tools for modern enterprises. Team messaging emphasizes experienced founders and repeatable acquisition engine, while operating in a market facing unclear differentiation and high burn.",Founding team of 4. Combined founder experience averages about 1 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 248.0% revenue growth, 18.7% churn, and approximately 18.1 months of runway. Leadership says demand in cybersecurity remains mixed.",1,0.61
HealthtechLabs0117,healthtech,pre_seed,europe,b2b,2025,5,1,12,0,1410790,15000,19.7,103.6,27.7,1.2,3.47,1781009,"pre seed B2B startup building a clinical workflow automation for providers. Team messaging emphasizes experienced founders and clear product-market fit, while operating in a market facing weak retention and unclear differentiation.",Founding team of 1. Combined founder experience averages about 12 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 103.6% revenue growth, 1.2% churn, and approximately 19.7 months of runway. Leadership says demand in healthtech remains strong.",0,0.12
AiToolsLabs0118,ai_tools,pre_seed,europe,b2c,2021,8,4,11,0,769280,15000,21.8,112.6,166.4,9.2,3.32,942169,"pre seed B2C startup building a AI copilots for enterprise productivity. Team messaging emphasizes experienced founders and strong retention, while operating in a market facing limited runway and high burn.",Founding team of 4. Combined founder experience averages about 11 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 112.6% revenue growth, 9.2% churn, and approximately 21.8 months of runway. Leadership says demand in ai_tools remains mixed.",0,0.19
AiToolsLabs0119,ai_tools,series_b,canada,b2c,2018,114,4,7,1,58495388,72344,25.9,194.7,197.0,5.7,2.77,22171069,"series b B2C startup building a LLM workflow automation for knowledge workers. Team messaging emphasizes repeatable acquisition engine and clear product-market fit, while operating in a market facing unclear differentiation and crowded market.",Founding team of 4. Combined founder experience averages about 7 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 194.7% revenue growth, 5.7% churn, and approximately 25.9 months of runway. Leadership says demand in ai_tools remains strong.",0,0.13
BiotechLabs0120,biotech,series_b,latam,b2c,2024,177,1,12,1,51850581,236233,5.3,187.6,192.1,13.1,5.35,3445213,"series b B2C startup building a lab automation tools for biotech teams. Team messaging emphasizes repeatable acquisition engine and clear product-market fit, while operating in a market facing weak retention and unclear differentiation.",Founding team of 1. Combined founder experience averages about 12 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 187.6% revenue growth, 13.1% churn, and approximately 5.3 months of runway. Leadership says demand in biotech remains mixed.",1,0.68
HealthtechLabs0121,healthtech,pre_seed,europe,b2b,2021,12,4,12,1,1334362,15000,7.1,249.4,137.1,11.0,7.4,171842,"pre seed B2B startup building a remote monitoring tools for outpatient care. Team messaging emphasizes capital efficient and experienced founders, while operating in a market facing weak retention and go-to-market challenges.",Founding team of 4. Combined founder experience averages about 12 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 249.4% revenue growth, 11.0% churn, and approximately 7.1 months of runway. Leadership says demand in healthtech remains mixed.",0,0.43
BiotechLabs0122,biotech,series_a,africa,b2b,2025,72,1,15,1,8350413,15000,4.2,171.9,-7.9,12.7,1.32,10021123,"series a B2B startup building a lab automation tools for biotech teams. Team messaging emphasizes capital efficient and growing revenue base, while operating in a market facing high burn and limited runway.",Founding team of 1. Combined founder experience averages about 15 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 171.9% revenue growth, 12.7% churn, and approximately 4.2 months of runway. Leadership says demand in biotech remains mixed.",0,0.49
EdtechLabs0123,edtech,pre_seed,latam,b2b2c,2021,12,4,6,0,1006251,15000,22.9,218.4,126.6,15.6,0.53,324208,"pre seed B2B2C startup building a AI tutoring assistant for students. Team messaging emphasizes repeatable acquisition engine and strong retention, while operating in a market facing limited runway and crowded market.",Founding team of 4. Combined founder experience averages about 6 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 218.4% revenue growth, 15.6% churn, and approximately 22.9 months of runway. Leadership says demand in edtech remains mixed.",0,0.19
LogisticsLabs0124,logistics,pre_seed,europe,b2b,2019,12,3,16,1,757256,15000,19.5,138.5,94.6,29.7,5.13,924312,"pre seed B2B startup building a warehouse automation orchestration software. Team messaging emphasizes experienced founders and growing revenue base, while operating in a market facing limited runway and crowded market.",Founding team of 3. Combined founder experience averages about 16 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 138.5% revenue growth, 29.7% churn, and approximately 19.5 months of runway. Leadership says demand in logistics remains mixed.",0,0.36
EdtechLabs0125,edtech,pre_seed,canada,b2b,2020,8,3,5,1,1350795,15000,13.4,30.2,185.2,24.6,5.34,2025988,"pre seed B2B startup building a credentialing and assessment tools for schools. Team messaging emphasizes capital efficient and clear product-market fit, while operating in a market facing weak retention and high burn.",Founding team of 3. Combined founder experience averages about 5 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 30.2% revenue growth, 24.6% churn, and approximately 13.4 months of runway. Leadership says demand in edtech remains mixed.",1,0.56
EdtechLabs0126,edtech,pre_seed,latam,b2c,2023,8,1,16,0,1277722,15000,16.4,164.9,115.9,29.6,4.17,158445,"pre seed B2C startup building a adaptive learning platform for workforce upskilling. Team messaging emphasizes capital efficient and experienced founders, while operating in a market facing crowded market and weak retention.",Founding team of 1. Combined founder experience averages about 16 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 164.9% revenue growth, 29.6% churn, and approximately 16.4 months of runway. Leadership says demand in edtech remains mixed.",0,0.43
SaasLabs0127,saas,seed,canada,b2c,2025,29,1,19,0,3827459,15291,23.4,185.2,124.0,8.4,3.69,4225449,"seed B2C startup building a collaboration software for distributed teams. Team messaging emphasizes capital efficient and experienced founders, while operating in a market facing crowded market and unclear differentiation.",Founding team of 1. Combined founder experience averages about 19 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 185.2% revenue growth, 8.4% churn, and approximately 23.4 months of runway. Leadership says demand in saas remains mixed.",0,0.03
ClimateLabs0128,climate,pre_seed,us,b2b,2019,11,2,7,1,835326,15000,19.5,95.6,179.1,27.7,6.6,1009208,"pre seed B2B startup building a sustainability intelligence tools for enterprises. Team messaging emphasizes experienced founders and growing revenue base, while operating in a market facing weak retention and limited runway.",Founding team of 2. Combined founder experience averages about 7 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 95.6% revenue growth, 27.7% churn, and approximately 19.5 months of runway. Leadership says demand in climate remains mixed.",0,0.5
LogisticsLabs0129,logistics,pre_seed,asia,b2b,2022,8,1,5,1,224331,15000,26.4,14.3,257.8,9.5,5.84,278781,"pre seed B2B startup building a warehouse automation orchestration software. Team messaging emphasizes clear product-market fit and repeatable acquisition engine, while operating in a market facing high burn and limited runway.",Founding team of 1. Combined founder experience averages about 5 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 14.3% revenue growth, 9.5% churn, and approximately 26.4 months of runway. Leadership says demand in logistics remains fragile.",0,0.38
ClimateLabs0130,climate,seed,latam,b2b,2019,27,4,17,1,3845993,15000,16.2,137.1,258.7,29.8,1.2,5608324,"seed B2B startup building a sustainability intelligence tools for enterprises. Team messaging emphasizes repeatable acquisition engine and experienced founders, while operating in a market facing crowded market and limited runway.",Founding team of 4. Combined founder experience averages about 17 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 137.1% revenue growth, 29.8% churn, and approximately 16.2 months of runway. Leadership says demand in climate remains mixed.",0,0.16
EcommerceLabs0131,ecommerce,pre_seed,latam,b2c,2025,7,3,11,1,1247793,15000,18.3,111.0,93.3,24.2,0.86,186372,"pre seed B2C startup building a creator-led commerce infrastructure. Team messaging emphasizes strong retention and repeatable acquisition engine, while operating in a market facing high burn and unclear differentiation.",Founding team of 3. Combined founder experience averages about 11 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 111.0% revenue growth, 24.2% churn, and approximately 18.3 months of runway. Leadership says demand in ecommerce remains mixed.",0,0.31
BiotechLabs0132,biotech,pre_seed,latam,b2b,2020,6,3,6,1,295748,15000,9.8,80.4,269.7,6.6,3.47,135530,"pre seed B2B startup building a lab automation tools for biotech teams. Team messaging emphasizes capital efficient and clear product-market fit, while operating in a market facing go-to-market challenges and crowded market.",Founding team of 3. Combined founder experience averages about 6 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 80.4% revenue growth, 6.6% churn, and approximately 9.8 months of runway. Leadership says demand in biotech remains strong.",0,0.42
HealthtechLabs0133,healthtech,pre_seed,latam,b2b,2021,7,4,1,0,352903,15000,14.4,15.7,7.3,14.0,5.98,54220,"pre seed B2B startup building a clinical workflow automation for providers. Team messaging emphasizes experienced founders and repeatable acquisition engine, while operating in a market facing high burn and unclear differentiation.",Founding team of 4. Combined founder experience averages about 1 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 15.7% revenue growth, 14.0% churn, and approximately 14.4 months of runway. Leadership says demand in healthtech remains fragile.",1,0.77
EdtechLabs0134,edtech,seed,asia,b2b,2018,11,2,15,1,2019818,15000,19.6,99.4,53.4,31.5,1.55,373132,"seed B2B startup building a credentialing and assessment tools for schools. Team messaging emphasizes clear product-market fit and experienced founders, while operating in a market facing unclear differentiation and weak retention.",Founding team of 2. Combined founder experience averages about 15 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 99.4% revenue growth, 31.5% churn, and approximately 19.6 months of runway. Leadership says demand in edtech remains mixed.",0,0.42
EdtechLabs0135,edtech,pre_seed,asia,b2b,2022,11,1,10,0,1168546,15000,13.6,154.5,231.9,28.0,2.3,676387,"pre seed B2B startup building a adaptive learning platform for workforce upskilling. Team messaging emphasizes clear product-market fit and growing revenue base, while operating in a market facing crowded market and limited runway.",Founding team of 1. Combined founder experience averages about 10 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 154.5% revenue growth, 28.0% churn, and approximately 13.6 months of runway. Leadership says demand in edtech remains mixed.",0,0.34
FintechLabs0136,fintech,series_b,europe,b2b,2024,160,3,18,1,16898399,15727,4.8,50.8,-2.5,3.1,6.42,12841362,"series b B2B startup building a compliance-first banking infrastructure. Team messaging emphasizes repeatable acquisition engine and growing revenue base, while operating in a market facing unclear differentiation and go-to-market challenges.",Founding team of 3. Combined founder experience averages about 18 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 50.8% revenue growth, 3.1% churn, and approximately 4.8 months of runway. Leadership says demand in fintech remains mixed.",1,0.64
EcommerceLabs0137,ecommerce,pre_seed,africa,b2b,2020,10,3,3,1,526136,15000,7.2,68.2,169.7,26.9,5.37,507580,"pre seed B2B startup building a creator-led commerce infrastructure. Team messaging emphasizes repeatable acquisition engine and clear product-market fit, while operating in a market facing go-to-market challenges and high burn.",Founding team of 3. Combined founder experience averages about 3 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 68.2% revenue growth, 26.9% churn, and approximately 7.2 months of runway. Leadership says demand in ecommerce remains mixed.",1,0.76
FintechLabs0138,fintech,pre_seed,latam,b2b,2018,4,3,6,0,123803,15000,28.7,121.2,231.6,25.5,1.75,23571,"pre seed B2B startup building a embedded finance tools for small businesses. Team messaging emphasizes repeatable acquisition engine and strong retention, while operating in a market facing crowded market and weak retention.",Founding team of 3. Combined founder experience averages about 6 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 121.2% revenue growth, 25.5% churn, and approximately 28.7 months of runway. Leadership says demand in fintech remains mixed.",0,0.42
EcommerceLabs0139,ecommerce,pre_seed,us,b2b,2019,2,4,15,1,1147758,15000,7.5,22.5,228.6,31.4,5.56,198562,"pre seed B2B startup building a inventory and fulfillment software for merchants. Team messaging emphasizes growing revenue base and strong retention, while operating in a market facing crowded market and go-to-market challenges.",Founding team of 4. Combined founder experience averages about 15 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 22.5% revenue growth, 31.4% churn, and approximately 7.5 months of runway. Leadership says demand in ecommerce remains mixed.",1,0.75
SaasLabs0140,saas,pre_seed,europe,b2b,2020,12,2,2,1,979481,15000,9.7,227.3,85.8,29.1,4.79,175426,"pre seed B2B startup building a collaboration software for distributed teams. Team messaging emphasizes strong retention and capital efficient, while operating in a market facing high burn and limited runway.",Founding team of 2. Combined founder experience averages about 2 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 227.3% revenue growth, 29.1% churn, and approximately 9.7 months of runway. Leadership says demand in saas remains mixed.",1,0.75
FintechLabs0141,fintech,series_b,us,b2b2c,2022,156,3,11,0,12534802,37420,10.9,191.8,218.0,9.2,3.26,18273066,"series b B2B2C startup building a digital payments platform for underserved consumers. Team messaging emphasizes repeatable acquisition engine and growing revenue base, while operating in a market facing high burn and go-to-market challenges.",Founding team of 3. Combined founder experience averages about 11 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 191.8% revenue growth, 9.2% churn, and approximately 10.9 months of runway. Leadership says demand in fintech remains mixed.",0,0.26
FintechLabs0142,fintech,series_b,us,b2b,2023,136,1,11,0,32636689,46987,17.3,44.3,140.0,3.0,7.98,34838970,"series b B2B startup building a digital payments platform for underserved consumers. Team messaging emphasizes strong retention and capital efficient, while operating in a market facing limited runway and unclear differentiation.",Founding team of 1. Combined founder experience averages about 11 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 44.3% revenue growth, 3.0% churn, and approximately 17.3 months of runway. Leadership says demand in fintech remains mixed.",0,0.26
CybersecurityLabs0143,cybersecurity,seed,asia,b2b,2019,23,2,13,0,1272466,15000,29.0,43.9,67.2,11.7,6.51,1337474,"seed B2B startup building a security automation for lean IT teams. Team messaging emphasizes experienced founders and repeatable acquisition engine, while operating in a market facing unclear differentiation and weak retention.",Founding team of 2. Combined founder experience averages about 13 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 43.9% revenue growth, 11.7% churn, and approximately 29.0 months of runway. Leadership says demand in cybersecurity remains mixed.",0,0.4
SaasLabs0144,saas,pre_seed,canada,b2b,2019,9,2,4,0,758575,15000,17.5,240.5,50.4,11.5,2.49,136445,"pre seed B2B startup building a workflow automation software for operations teams. Team messaging emphasizes repeatable acquisition engine and experienced founders, while operating in a market facing go-to-market challenges and limited runway.",Founding team of 2. Combined founder experience averages about 4 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 240.5% revenue growth, 11.5% churn, and approximately 17.5 months of runway. Leadership says demand in saas remains mixed.",0,0.22
FintechLabs0145,fintech,pre_seed,europe,b2b,2021,12,3,13,1,726714,15000,29.7,-11.6,112.4,16.4,6.11,272357,"pre seed B2B startup building a embedded finance tools for small businesses. Team messaging emphasizes strong retention and capital efficient, while operating in a market facing crowded market and go-to-market challenges.",Founding team of 3. Combined founder experience averages about 13 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports -11.6% revenue growth, 16.4% churn, and approximately 29.7 months of runway. Leadership says demand in fintech remains fragile.",1,0.57
FintechLabs0146,fintech,series_a,canada,b2b,2024,48,3,3,1,16635633,21139,29.9,33.4,188.5,28.5,1.19,21142444,"series a B2B startup building a embedded finance tools for small businesses. Team messaging emphasizes strong retention and repeatable acquisition engine, while operating in a market facing unclear differentiation and crowded market.",Founding team of 3. Combined founder experience averages about 3 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 33.4% revenue growth, 28.5% churn, and approximately 29.9 months of runway. Leadership says demand in fintech remains mixed.",0,0.41
EdtechLabs0147,edtech,series_b,latam,b2c,2024,149,4,1,1,23596895,68383,27.5,54.2,125.5,6.1,5.11,21838118,"series b B2C startup building a credentialing and assessment tools for schools. Team messaging emphasizes experienced founders and clear product-market fit, while operating in a market facing unclear differentiation and limited runway.",Founding team of 4. Combined founder experience averages about 1 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 54.2% revenue growth, 6.1% churn, and approximately 27.5 months of runway. Leadership says demand in edtech remains mixed.",0,0.37
BiotechLabs0148,biotech,pre_seed,europe,b2b,2024,10,2,17,0,140957,15000,24.1,77.0,156.5,17.5,7.35,106223,"pre seed B2B startup building a diagnostics platform for early disease detection. Team messaging emphasizes experienced founders and capital efficient, while operating in a market facing crowded market and weak retention.",Founding team of 2. Combined founder experience averages about 17 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 77.0% revenue growth, 17.5% churn, and approximately 24.1 months of runway. Leadership says demand in biotech remains mixed.",0,0.42
AiToolsLabs0149,ai_tools,pre_seed,europe,b2b,2025,4,3,19,1,309996,15000,9.5,124.1,234.2,26.1,6.23,440722,"pre seed B2B startup building a multimodal search and reasoning tools. Team messaging emphasizes clear product-market fit and experienced founders, while operating in a market facing high burn and go-to-market challenges.",Founding team of 3. Combined founder experience averages about 19 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 124.1% revenue growth, 26.1% churn, and approximately 9.5 months of runway. Leadership says demand in ai_tools remains mixed.",0,0.54
SaasLabs0150,saas,seed,asia,b2c,2018,23,3,19,1,2329018,15000,24.9,242.0,155.8,7.0,0.78,196224,"seed B2C startup building a collaboration software for distributed teams. Team messaging emphasizes capital efficient and strong retention, while operating in a market facing limited runway and unclear differentiation.",Founding team of 3. Combined founder experience averages about 19 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 242.0% revenue growth, 7.0% churn, and approximately 24.9 months of runway. Leadership says demand in saas remains strong.",0,0.13
FintechLabs0151,fintech,pre_seed,africa,b2b,2020,7,3,6,1,224897,15000,18.8,227.7,228.9,29.8,6.96,324040,"pre seed B2B startup building a embedded finance tools for small businesses. Team messaging emphasizes repeatable acquisition engine and clear product-market fit, while operating in a market facing limited runway and crowded market.",Founding team of 3. Combined founder experience averages about 6 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 227.7% revenue growth, 29.8% churn, and approximately 18.8 months of runway. Leadership says demand in fintech remains mixed.",0,0.42
CybersecurityLabs0152,cybersecurity,pre_seed,canada,b2b2c,2024,10,4,11,0,1387041,15000,9.0,139.0,40.2,11.4,5.66,264956,"pre seed B2B2C startup building a security automation for lean IT teams. Team messaging emphasizes strong retention and growing revenue base, while operating in a market facing unclear differentiation and limited runway.",Founding team of 4. Combined founder experience averages about 11 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 139.0% revenue growth, 11.4% churn, and approximately 9.0 months of runway. Leadership says demand in cybersecurity remains mixed.",1,0.57
FintechLabs0153,fintech,pre_seed,europe,b2b2c,2021,3,1,16,0,599113,15000,11.6,151.8,288.4,28.9,5.53,655387,"pre seed B2B2C startup building a embedded finance tools for small businesses. Team messaging emphasizes clear product-market fit and strong retention, while operating in a market facing weak retention and high burn.",Founding team of 1. Combined founder experience averages about 16 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 151.8% revenue growth, 28.9% churn, and approximately 11.6 months of runway. Leadership says demand in fintech remains mixed.",1,0.62
SaasLabs0154,saas,seed,europe,b2b,2019,28,1,2,1,4270306,27699,26.9,113.1,104.3,19.6,1.26,3071348,"seed B2B startup building a collaboration software for distributed teams. Team messaging emphasizes repeatable acquisition engine and capital efficient, while operating in a market facing high burn and unclear differentiation.",Founding team of 1. Combined founder experience averages about 2 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 113.1% revenue growth, 19.6% churn, and approximately 26.9 months of runway. Leadership says demand in saas remains mixed.",0,0.28
HealthtechLabs0155,healthtech,series_a,us,b2b,2023,36,3,4,0,17897014,54111,22.8,127.7,267.9,4.2,4.96,16473612,"series a B2B startup building a clinical workflow automation for providers. Team messaging emphasizes repeatable acquisition engine and strong retention, while operating in a market facing unclear differentiation and high burn.",Founding team of 3. Combined founder experience averages about 4 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 127.7% revenue growth, 4.2% churn, and approximately 22.8 months of runway. Leadership says demand in healthtech remains strong.",0,0.16
